1961,6,1961-10-8,15:00,4008485,35.0,RSC Anderlecht,30.0,Lierse SK,1,1
1961,6,1961-10-8,15:00,4008486,7.0,KAA Gent,1.0,Royal Antwerp FC,2,6
1961,6,1961-10-8,15:00,4008487,12.0,Cercle Brugge,3.0,Club Brugge,0,2
1961,6,1961-10-8,15:00,4008488,2.0,Daring Club Brussel,246.0,Olympic Charleroi,1,3
1961,6,1961-10-8,15:00,4008489,41.0,KFC Diest,373.0,Sint-Truidense VV,2,2
1961,6,1961-10-8,15:00,4008490,553.0,Waterschei SV Thor,10.0,Union Saint-Gilloise,1,1
1961,7,1961-10-15,15:00,4008491,246.0,Olympic Charleroi,7.0,KAA Gent,0,0
1961,7,1961-10-15,15:00,4008492,373.0,Sint-Truidense VV,553.0,Waterschei SV Thor,4,1
1961,7,1961-10-15,15:00,4008493,16.0,Standard Luik,12.0,Cercle Brugge,7,1
1961,7,1961-10-15,15:00,4008494,90.0,Eendracht Aalst,41.0,KFC Diest,1,2
1961,7,1961-10-15,15:00,4008495,2.0,Daring Club Brussel,35.0,RSC Anderlecht,0,2
1961,7,1961-10-15,15:00,4008496,10.0,Union Saint-Gilloise,1.0,Royal Antwerp FC,1,3
1961,7,1961-10-15,15:00,4008497,13.0,Beerschot,4.0,RFC Luik,1,2
1961,7,1961-10-15,15:00,4008498,3.0,Club Brugge,30.0,Lierse SK,1,4
1961,8,1961-10-22,15:00,4008499,553.0,Waterschei SV Thor,16.0,Standard Luik,2,0
1961,8,1961-10-22,15:00,4008500,4.0,RFC Luik,90.0,Eendracht Aalst,2,1
1961,8,1961-10-22,15:00,4008501,35.0,RSC Anderlecht,10.0,Union Saint-Gilloise,1,1
1961,8,1961-10-22,15:00,4008502,1.0,Royal Antwerp FC,246.0,Olympic Charleroi,0,3
1961,8,1961-10-22,15:00,4008503,12.0,Cercle Brugge,13.0,Beerschot,0,0
1961,8,1961-10-22,15:00,4008504,7.0,KAA Gent,3.0,Club Brugge,0,0
1961,8,1961-10-22,15:00,4008505,41.0,KFC Diest,2.0,Daring Club Brussel,3,1
1961,8,1961-10-22,15:00,4008506,30.0,Lierse SK,373.0,Sint-Truidense VV,1,3
1961,9,1961-10-29,15:00,4008507,16.0,Standard Luik,30.0,Lierse SK,4,1
1961,9,1961-10-29,15:00,4008508,2.0,Daring Club Brussel,90.0,Eendracht Aalst,3,0
1961,9,1961-10-29,15:00,4008509,7.0,KAA Gent,35.0,RSC Anderlecht,1,5
1961,9,1961-10-29,15:00,4008510,12.0,Cercle Brugge,1.0,Royal Antwerp FC,3,1
1961,9,1961-10-29,15:00,4008511,13.0,Beerschot,10.0,Union Saint-Gilloise,2,1
1961,9,1961-10-29,15:00,4008512,373.0,Sint-Truidense VV,3.0,Club Brugge,1,2
1961,9,1961-10-29,15:00,4008513,41.0,KFC Diest,553.0,Waterschei SV Thor,5,3
1961,9,1961-10-29,15:00,4008514,246.0,Olympic Charleroi,4.0,RFC Luik,0,0
1961,10,1961-11-4,19:30,4008515,35.0,RSC Anderlecht,12.0,Cercle Brugge,2,1
1961,10,1961-11-5,15:00,4008516,90.0,Eendracht Aalst,16.0,Standard Luik,0,5
1961,10,1961-11-5,15:00,4008517,1.0,Royal Antwerp FC,373.0,Sint-Truidense VV,1,1
1961,10,1961-11-5,15:00,4008518,553.0,Waterschei SV Thor,13.0,Beerschot,1,1
1961,10,1961-11-5,15:00,4008519,3.0,Club Brugge,246.0,Olympic Charleroi,3,0
1961,10,1961-11-5,15:00,4008520,10.0,Union Saint-Gilloise,2.0,Daring Club Brussel,2,3
1961,10,1961-11-5,15:00,4008521,30.0,Lierse SK,41.0,KFC Diest,1,2
1961,10,1961-11-5,15:00,4008522,4.0,RFC Luik,7.0,KAA Gent,4,0
1961,11,1961-11-19,15:00,4008523,16.0,Standard Luik,35.0,RSC Anderlecht,2,1
1961,11,1961-11-19,15:00,4008524,246.0,Olympic Charleroi,90.0,Eendracht Aalst,0,0
1961,11,1961-11-19,15:00,4008525,41.0,KFC Diest,1.0,Royal Antwerp FC,1,1
1961,11,1961-11-19,15:00,4008526,13.0,Beerschot,3.0,Club Brugge,1,0
1961,11,1961-11-19,15:00,4008527,12.0,Cercle Brugge,553.0,Waterschei SV Thor,5,1
1961,11,1961-11-19,15:00,4008528,2.0,Daring Club Brussel,4.0,RFC Luik,1,2
1961,11,1961-11-19,15:00,4008529,7.0,KAA Gent,30.0,Lierse SK,3,1
1961,11,1961-11-19,15:00,4008530,373.0,Sint-Truidense VV,10.0,Union Saint-Gilloise,1,3
1961,12,1961-11-26,15:00,4008531,10.0,Union Saint-Gilloise,16.0,Standard Luik,0,2
1961,12,1961-11-26,15:00,4008532,90.0,Eendracht Aalst,7.0,KAA Gent,0,1
1961,12,1961-11-26,15:00,4008533,246.0,Olympic Charleroi,35.0,RSC Anderlecht,1,3
1961,12,1961-11-26,15:00,4008534,30.0,Lierse SK,1.0,Royal Antwerp FC,5,1
1961,12,1961-11-26,15:00,4008535,13.0,Beerschot,2.0,Daring Club Brussel,2,2
1961,12,1961-11-26,15:00,4008536,373.0,Sint-Truidense VV,12.0,Cercle Brugge,0,0
1961,12,1961-11-26,15:00,4008537,3.0,Club Brugge,41.0,KFC Diest,3,0
1961,12,1961-11-26,15:00,4008538,4.0,RFC Luik,553.0,Waterschei SV Thor,0,2
1961,13,1961-12-3,14:45,4008539,16.0,Standard Luik,373.0,Sint-Truidense VV,2,0
1961,13,1961-12-3,14:45,4008540,35.0,RSC Anderlecht,90.0,Eendracht Aalst,2,0
1961,13,1961-12-3,14:45,4008541,1.0,Royal Antwerp FC,3.0,Club Brugge,1,1
1961,13,1961-12-3,14:45,4008542,7.0,KAA Gent,13.0,Beerschot,3,0
1961,13,1961-12-3,14:45,4008543,12.0,Cercle Brugge,10.0,Union Saint-Gilloise,1,4
1961,13,1961-12-3,14:45,4008544,30.0,Lierse SK,2.0,Daring Club Brussel,1,2
1961,13,1961-12-3,14:45,4008545,41.0,KFC Diest,4.0,RFC Luik,1,0
1961,13,1961-12-3,14:45,4008546,553.0,Waterschei SV Thor,246.0,Olympic Charleroi,1,1
1961,14,1961-12-10,14:45,4008547,16.0,Standard Luik,7.0,KAA Gent,0,0
1961,14,1961-12-10,14:45,4008548,90.0,Eendracht Aalst,1.0,Royal Antwerp FC,1,2
1961,14,1961-12-10,14:45,4008549,13.0,Beerschot,35.0,RSC Anderlecht,1,5
1961,14,1961-12-10,14:45,4008550,2.0,Daring Club Brussel,12.0,Cercle Brugge,5,0
1961,14,1961-12-10,14:45,4008551,3.0,Club Brugge,553.0,Waterschei SV Thor,1,0
1961,14,1961-12-10,14:45,4008552,246.0,Olympic Charleroi,41.0,KFC Diest,1,2
1961,14,1961-12-10,14:45,4008553,373.0,Sint-Truidense VV,4.0,RFC Luik,0,1
1961,14,1961-12-10,14:45,4008554,10.0,Union Saint-Gilloise,30.0,Lierse SK,3,1
1961,15,1961-12-17,14:45,4008555,1.0,Royal Antwerp FC,16.0,Standard Luik,2,0
1961,15,1961-12-17,14:45,4008556,12.0,Cercle Brugge,90.0,Eendracht Aalst,5,0
1961,15,1961-12-17,14:45,4008557,35.0,RSC Anderlecht,373.0,Sint-Truidense VV,3,2
1961,15,1961-12-17,14:45,4008558,41.0,KFC Diest,13.0,Beerschot,0,0
1961,15,1961-12-17,14:45,4008559,4.0,RFC Luik,3.0,Club Brugge,1,0
1961,15,1961-12-17,14:45,4008560,553.0,Waterschei SV Thor,2.0,Daring Club Brussel,1,2
1961,15,1961-12-17,14:45,4008561,7.0,KAA Gent,10.0,Union Saint-Gilloise,0,1
1961,15,1961-12-17,14:45,4008562,30.0,Lierse SK,246.0,Olympic Charleroi,1,0
1961,16,1961-12-31,14:45,4008563,13.0,Beerschot,16.0,Standard Luik,0,1
1961,16,1961-12-31,14:45,4008564,90.0,Eendracht Aalst,30.0,Lierse SK,1,0
1961,16,1961-12-31,14:45,4008565,553.0,Waterschei SV Thor,35.0,RSC Anderlecht,0,4
1961,16,1961-12-31,14:45,4008566,4.0,RFC Luik,1.0,Royal Antwerp FC,0,0
1961,16,1961-12-31,14:45,4008567,3.0,Club Brugge,10.0,Union Saint-Gilloise,3,1
1961,16,1961-12-31,14:45,4008568,2.0,Daring Club Brussel,7.0,KAA Gent,0,0
1961,16,1962-03-4,15:00,4008629,246.0,Olympic Charleroi,373.0,Sint-Truidense VV,0,2
1961,16,1962-03-11,15:00,4008632,41.0,KFC Diest,12.0,Cercle Brugge,2,0
1961,17,1962-01-7,14:45,4008569,16.0,Standard Luik,3.0,Club Brugge,3,0
1961,17,1962-01-7,14:45,4008570,35.0,RSC Anderlecht,41.0,KFC Diest,3,2
1961,17,1962-01-7,14:45,4008571,1.0,Royal Antwerp FC,2.0,Daring Club Brussel,3,1
1961,17,1962-01-7,14:45,4008572,30.0,Lierse SK,13.0,Beerschot,2,1
1961,17,1962-03-4,15:00,4008627,12.0,Cercle Brugge,4.0,RFC Luik,3,0
1961,17,1962-03-11,15:00,4008631,373.0,Sint-Truidense VV,90.0,Eendracht Aalst,5,1
1961,17,1962-03-11,15:00,4008633,7.0,KAA Gent,553.0,Waterschei SV Thor,2,2
1961,17,1962-03-11,15:00,4008634,10.0,Union Saint-Gilloise,246.0,Olympic Charleroi,1,0
1961,18,1962-01-14,14:45,4008573,12.0,Cercle Brugge,30.0,Lierse SK,1,2
1961,18,1962-01-14,14:45,4008574,2.0,Daring Club Brussel,3.0,Club Brugge,1,1
1961,18,1962-01-14,14:45,4008575,41.0,KFC Diest,10.0,Union Saint-Gilloise,3,1
1961,18,1962-01-14,14:45,4008576,7.0,KAA Gent,373.0,Sint-Truidense VV,3,0
1961,18,1962-01-14,14:45,4008577,16.0,Standard Luik,246.0,Olympic Charleroi,1,0
1961,18,1962-01-14,14:45,4008578,553.0,Waterschei SV Thor,90.0,Eendracht Aalst,2,2
1961,18,1962-01-14,14:45,4008579,35.0,RSC Anderlecht,4.0,RFC Luik,1,0
1961,18,1962-01-14,14:45,4008580,13.0,Beerschot,1.0,Royal Antwerp FC,1,1
1961,19,1962-01-21,15:00,4008581,4.0,RFC Luik,16.0,Standard Luik,1,0
1961,19,1962-01-21,15:00,4008582,90.0,Eendracht Aalst,13.0,Beerschot,0,0
1961,19,1962-01-21,15:00,4008583,30.0,Lierse SK,35.0,RSC Anderlecht,2,3
1961,19,1962-01-21,15:00,4008584,1.0,Royal Antwerp FC,7.0,KAA Gent,2,1
1961,19,1962-01-21,15:00,4008585,3.0,Club Brugge,12.0,Cercle Brugge,1,1
1961,19,1962-01-21,15:00,4008586,246.0,Olympic Charleroi,2.0,Daring Club Brussel,3,0
1961,19,1962-01-21,15:00,4008587,373.0,Sint-Truidense VV,41.0,KFC Diest,2,0
1961,19,1962-01-21,15:00,4008588,10.0,Union Saint-Gilloise,553.0,Waterschei SV Thor,2,1
1961,20,1962-01-28,15:00,4008589,16.0,Standard Luik,10.0,Union Saint-Gilloise,2,0
1961,20,1962-01-28,15:00,4008590,7.0,KAA Gent,90.0,Eendracht Aalst,2,1
1961,20,1962-01-28,15:00,4008591,35.0,RSC Anderlecht,246.0,Olympic Charleroi,3,0
1961,20,1962-01-28,15:00,4008592,1.0,Royal Antwerp FC,30.0,Lierse SK,1,1
1961,20,1962-01-28,15:00,4008593,2.0,Daring Club Brussel,13.0,Beerschot,3,1
1961,20,1962-01-28,15:00,4008594,12.0,Cercle Brugge,373.0,Sint-Truidense VV,0,0
1961,20,1962-01-28,15:00,4008595,41.0,KFC Diest,3.0,Club Brugge,0,4
1961,20,1962-01-28,15:00,4008596,553.0,Waterschei SV Thor,4.0,RFC Luik,2,2
1961,21,1962-02-4,15:00,4008597,373.0,Sint-Truidense VV,16.0,Standard Luik,3,1
1961,21,1962-02-4,15:00,4008598,90.0,Eendracht Aalst,35.0,RSC Anderlecht,0,0
1961,21,1962-02-4,15:00,4008599,3.0,Club Brugge,1.0,Royal Antwerp FC,0,2
1961,21,1962-02-4,15:00,4008600,13.0,Beerschot,7.0,KAA Gent,5,0
1961,21,1962-02-4,15:00,4008601,10.0,Union Saint-Gilloise,12.0,Cercle Brugge,1,1
1961,21,1962-02-4,15:00,4008602,4.0,RFC Luik,41.0,KFC Diest,1,1
1961,21,1962-02-4,15:00,4008603,246.0,Olympic Charleroi,553.0,Waterschei SV Thor,3,0
1961,21,1962-03-4,15:00,4008628,2.0,Daring Club Brussel,30.0,Lierse SK,1,2
1961,22,1962-02-11,15:00,4008604,90.0,Eendracht Aalst,2.0,Daring Club Brussel,1,3
1961,22,1962-02-11,15:00,4008605,35.0,RSC Anderlecht,7.0,KAA Gent,4,2
1961,22,1962-02-11,15:00,4008606,1.0,Royal Antwerp FC,12.0,Cercle Brugge,5,1
1961,22,1962-02-11,15:00,4008607,10.0,Union Saint-Gilloise,13.0,Beerschot,3,0
1961,22,1962-02-11,15:00,4008608,3.0,Club Brugge,373.0,Sint-Truidense VV,2,2
1961,22,1962-02-11,15:00,4008609,553.0,Waterschei SV Thor,41.0,KFC Diest,2,0
1961,22,1962-02-11,15:00,4008610,4.0,RFC Luik,246.0,Olympic Charleroi,2,0
1961,22,1962-03-11,15:00,4008630,30.0,Lierse SK,16.0,Standard Luik,2,1
1961,23,1962-02-18,15:00,4008611,373.0,Sint-Truidense VV,1.0,Royal Antwerp FC,2,3
1961,23,1962-02-18,15:00,4008612,13.0,Beerschot,553.0,Waterschei SV Thor,0,2
1961,23,1962-02-18,15:00,4008613,246.0,Olympic Charleroi,3.0,Club Brugge,2,2
1961,23,1962-02-18,15:00,4008614,2.0,Daring Club Brussel,10.0,Union Saint-Gilloise,1,0
1961,23,1962-02-18,15:00,4008615,41.0,KFC Diest,30.0,Lierse SK,0,0
1961,23,1962-02-18,15:00,4008616,7.0,KAA Gent,4.0,RFC Luik,0,0
1961,23,1962-02-18,15:00,4008617,16.0,Standard Luik,90.0,Eendracht Aalst,3,1
1961,23,1962-02-18,15:00,4008618,12.0,Cercle Brugge,35.0,RSC Anderlecht,0,3
1961,24,1962-02-24,18:00,4008619,10.0,Union Saint-Gilloise,373.0,Sint-Truidense VV,2,0
1961,24,1962-02-25,15:00,4008620,35.0,RSC Anderlecht,16.0,Standard Luik,2,0
1961,24,1962-02-25,15:00,4008621,90.0,Eendracht Aalst,246.0,Olympic Charleroi,0,2
1961,24,1962-02-25,15:00,4008622,1.0,Royal Antwerp FC,41.0,KFC Diest,2,2
1961,24,1962-02-25,15:00,4008623,3.0,Club Brugge,13.0,Beerschot,1,0
1961,24,1962-02-25,15:00,4008624,553.0,Waterschei SV Thor,12.0,Cercle Brugge,2,0
1961,24,1962-02-25,15:00,4008625,4.0,RFC Luik,2.0,Daring Club Brussel,0,0
1961,24,1962-02-25,15:00,4008626,30.0,Lierse SK,7.0,KAA Gent,2,1
1961,25,1962-03-18,15:00,4008635,12.0,Cercle Brugge,16.0,Standard Luik,2,1
1961,25,1962-03-18,15:00,4008636,41.0,KFC Diest,90.0,Eendracht Aalst,2,3
1961,25,1962-03-18,15:00,4008637,35.0,RSC Anderlecht,2.0,Daring Club Brussel,2,0
1961,25,1962-03-18,15:00,4008638,1.0,Royal Antwerp FC,10.0,Union Saint-Gilloise,2,1
1961,25,1962-03-18,15:00,4008639,4.0,RFC Luik,13.0,Beerschot,2,0
1961,25,1962-03-18,15:00,4008640,30.0,Lierse SK,3.0,Club Brugge,2,1
1961,25,1962-03-18,15:00,4008641,7.0,KAA Gent,246.0,Olympic Charleroi,2,0
1961,25,1962-03-18,15:00,4008642,553.0,Waterschei SV Thor,373.0,Sint-Truidense VV,1,1
1961,26,1962-03-25,15:00,4008643,16.0,Standard Luik,553.0,Waterschei SV Thor,2,0
1961,26,1962-03-25,15:00,4008644,90.0,Eendracht Aalst,4.0,RFC Luik,0,2
1961,26,1962-03-25,15:00,4008645,10.0,Union Saint-Gilloise,35.0,RSC Anderlecht,0,0
1961,26,1962-03-25,15:00,4008646,246.0,Olympic Charleroi,1.0,Royal Antwerp FC,2,2
1961,26,1962-03-25,15:00,4008647,13.0,Beerschot,12.0,Cercle Brugge,3,0
1961,26,1962-03-25,15:00,4008648,3.0,Club Brugge,7.0,KAA Gent,2,1
1961,26,1962-03-25,15:00,4008649,2.0,Daring Club Brussel,41.0,KFC Diest,1,0
1961,26,1962-03-25,15:00,4008650,373.0,Sint-Truidense VV,30.0,Lierse SK,3,3
1961,27,1962-04-8,15:00,4008651,2.0,Daring Club Brussel,16.0,Standard Luik,3,5
1961,27,1962-04-8,15:00,4008652,90.0,Eendracht Aalst,3.0,Club Brugge,0,1
1961,27,1962-04-8,15:00,4008653,35.0,RSC Anderlecht,1.0,Royal Antwerp FC,3,5
1961,27,1962-04-8,15:00,4008654,13.0,Beerschot,373.0,Sint-Truidense VV,0,1
1961,27,1962-04-8,15:00,4008655,12.0,Cercle Brugge,246.0,Olympic Charleroi,1,1
1961,27,1962-04-8,15:00,4008656,41.0,KFC Diest,7.0,KAA Gent,4,2
1961,27,1962-04-8,15:00,4008657,4.0,RFC Luik,10.0,Union Saint-Gilloise,0,0
1961,27,1962-04-22,15:00,4008666,553.0,Waterschei SV Thor,30.0,Lierse SK,3,1
1961,28,1962-04-15,15:00,4008658,373.0,Sint-Truidense VV,2.0,Daring Club Brussel,3,0
1961,28,1962-04-15,15:00,4008659,30.0,Lierse SK,4.0,RFC Luik,2,2
1961,28,1962-04-15,15:00,4008660,16.0,Standard Luik,41.0,KFC Diest,4,3
1961,28,1962-04-15,15:00,4008661,10.0,Union Saint-Gilloise,90.0,Eendracht Aalst,4,1
1961,28,1962-04-15,15:00,4008662,3.0,Club Brugge,35.0,RSC Anderlecht,1,1
1961,28,1962-04-15,15:00,4008663,1.0,Royal Antwerp FC,553.0,Waterschei SV Thor,5,2
1961,28,1962-04-15,15:00,4008664,246.0,Olympic Charleroi,13.0,Beerschot,0,0
1961,28,1962-04-15,15:00,4008665,7.0,KAA Gent,12.0,Cercle Brugge,0,1
1961,29,1962-04-29,15:00,4008667,7.0,KAA Gent,16.0,Standard Luik,0,2
1961,29,1962-04-29,15:00,4008668,1.0,Royal Antwerp FC,90.0,Eendracht Aalst,7,0
1961,29,1962-04-29,15:00,4008669,35.0,RSC Anderlecht,13.0,Beerschot,1,1
1961,29,1962-04-29,15:00,4008670,12.0,Cercle Brugge,2.0,Daring Club Brussel,0,4
1961,29,1962-04-29,15:00,4008671,553.0,Waterschei SV Thor,3.0,Club Brugge,3,1
1961,29,1962-04-29,15:00,4008672,41.0,KFC Diest,246.0,Olympic Charleroi,2,2
1961,29,1962-04-29,15:00,4008673,4.0,RFC Luik,373.0,Sint-Truidense VV,2,1
1961,29,1962-04-29,15:00,4008674,30.0,Lierse SK,10.0,Union Saint-Gilloise,1,0
1961,30,1962-05-6,15:00,4008675,3.0,Club Brugge,4.0,RFC Luik,1,1
1961,30,1962-05-6,15:00,4008676,2.0,Daring Club Brussel,553.0,Waterschei SV Thor,2,1
1961,30,1962-05-6,15:00,4008677,10.0,Union Saint-Gilloise,7.0,KAA Gent,1,4
1961,30,1962-05-6,15:00,4008678,246.0,Olympic Charleroi,30.0,Lierse SK,4,1
1961,30,1962-05-6,15:00,4008679,16.0,Standard Luik,1.0,Royal Antwerp FC,0,0
1961,30,1962-05-6,15:00,4008680,90.0,Eendracht Aalst,12.0,Cercle Brugge,0,1
1961,30,1962-05-6,15:00,4008681,373.0,Sint-Truidense VV,35.0,RSC Anderlecht,3,3
1961,30,1962-05-6,15:00,4008682,13.0,Beerschot,41.0,KFC Diest,3,0
1962,1,1962-09-1,19:30,4008683,35.0,RSC Anderlecht,41.0,KFC Diest,2,0
1962,1,1962-09-1,19:30,4008684,1.0,Royal Antwerp FC,7.0,KAA Gent,5,3
1962,1,1962-09-2,15:00,4008685,522.0,Beringen FC,28.0,Berchem Sport,5,2
1962,1,1962-09-2,15:00,4008686,10.0,Union Saint-Gilloise,12.0,Cercle Brugge,1,3
1962,1,1962-09-2,15:00,4008687,246.0,Olympic Charleroi,2.0,Daring Club Brussel,0,2
1962,1,1962-09-2,15:00,4008688,4.0,RFC Luik,30.0,Lierse SK,5,0
1962,1,1962-09-2,15:00,4008689,373.0,Sint-Truidense VV,16.0,Standard Luik,1,2
1962,1,1962-09-2,15:00,4008690,3.0,Club Brugge,13.0,Beerschot,2,0
1962,2,1962-09-8,16:00,4008691,28.0,Berchem Sport,10.0,Union Saint-Gilloise,1,0
1962,2,1962-09-9,15:00,4008692,16.0,Standard Luik,1.0,Royal Antwerp FC,1,2
1962,2,1962-09-9,15:00,4008693,13.0,Beerschot,35.0,RSC Anderlecht,1,1
1962,2,1962-09-9,15:00,4008694,7.0,KAA Gent,522.0,Beringen FC,4,2
1962,2,1962-09-9,15:00,4008695,12.0,Cercle Brugge,373.0,Sint-Truidense VV,3,1
1962,2,1962-09-9,15:00,4008696,30.0,Lierse SK,3.0,Club Brugge,2,0
1962,2,1962-09-9,15:00,4008697,2.0,Daring Club Brussel,4.0,RFC Luik,3,1
1962,2,1962-09-9,15:00,4008698,41.0,KFC Diest,246.0,Olympic Charleroi,3,0
1962,3,1962-09-16,15:00,4008699,28.0,Berchem Sport,16.0,Standard Luik,1,0
1962,3,1962-09-16,15:00,4008700,12.0,Cercle Brugge,35.0,RSC Anderlecht,1,1
1962,3,1962-09-16,15:00,4008701,1.0,Royal Antwerp FC,30.0,Lierse SK,0,2
1962,3,1962-09-16,15:00,4008702,373.0,Sint-Truidense VV,13.0,Beerschot,4,2
1962,3,1962-09-16,15:00,4008703,522.0,Beringen FC,2.0,Daring Club Brussel,7,1
1962,3,1962-09-16,15:00,4008704,246.0,Olympic Charleroi,3.0,Club Brugge,1,0
1962,3,1962-09-16,15:00,4008705,4.0,RFC Luik,41.0,KFC Diest,2,1
1962,3,1962-09-16,15:00,4008706,10.0,Union Saint-Gilloise,7.0,KAA Gent,0,1
1962,4,1962-09-22,19:30,4008707,35.0,RSC Anderlecht,4.0,RFC Luik,3,1
1962,4,1962-09-23,15:00,4008708,16.0,Standard Luik,522.0,Beringen FC,0,0
1962,4,1962-09-23,15:00,4008709,41.0,KFC Diest,1.0,Royal Antwerp FC,1,1
1962,4,1962-09-23,15:00,4008710,13.0,Beerschot,246.0,Olympic Charleroi,1,1
1962,4,1962-09-23,15:00,4008711,3.0,Club Brugge,28.0,Berchem Sport,1,0
1962,4,1962-09-23,15:00,4008712,7.0,KAA Gent,12.0,Cercle Brugge,3,0
1962,4,1962-09-23,15:00,4008713,2.0,Daring Club Brussel,373.0,Sint-Truidense VV,1,2
1962,4,1962-09-23,15:00,4008714,30.0,Lierse SK,10.0,Union Saint-Gilloise,1,1
1962,5,1962-09-30,15:00,4008715,4.0,RFC Luik,16.0,Standard Luik,0,1
1962,5,1962-09-30,15:00,4008716,28.0,Berchem Sport,35.0,RSC Anderlecht,1,0
1962,5,1962-09-30,15:00,4008717,1.0,Royal Antwerp FC,3.0,Club Brugge,1,3
1962,5,1962-09-30,15:00,4008718,10.0,Union Saint-Gilloise,13.0,Beerschot,1,0
1962,5,1962-09-30,15:00,4008719,522.0,Beringen FC,373.0,Sint-Truidense VV,0,0
1962,5,1962-09-30,15:00,4008720,12.0,Cercle Brugge,2.0,Daring Club Brussel,2,1
1962,5,1962-09-30,15:00,4008721,30.0,Lierse SK,41.0,KFC Diest,3,1
1962,5,1962-09-30,15:00,4008722,7.0,KAA Gent,246.0,Olympic Charleroi,2,2
1962,6,1962-10-7,15:00,4008723,16.0,Standard Luik,7.0,KAA Gent,4,0
1962,6,1962-10-7,15:00,4008724,35.0,RSC Anderlecht,1.0,Royal Antwerp FC,3,1
1962,6,1962-10-7,15:00,4008725,13.0,Beerschot,30.0,Lierse SK,0,0
1962,6,1962-10-7,15:00,4008726,2.0,Daring Club Brussel,28.0,Berchem Sport,0,0
1962,6,1962-10-7,15:00,4008727,41.0,KFC Diest,522.0,Beringen FC,2,0
1962,6,1962-10-7,15:00,4008728,3.0,Club Brugge,12.0,Cercle Brugge,1,3
1962,6,1962-10-7,15:00,4008729,246.0,Olympic Charleroi,4.0,RFC Luik,1,2
1962,6,1962-10-7,15:00,4008730,373.0,Sint-Truidense VV,10.0,Union Saint-Gilloise,1,2
1962,7,1962-10-20,19:30,4008731,10.0,Union Saint-Gilloise,35.0,RSC Anderlecht,1,1
1962,7,1962-10-21,15:00,4008732,16.0,Standard Luik,246.0,Olympic Charleroi,2,0
1962,7,1962-10-21,15:00,4008733,522.0,Beringen FC,1.0,Royal Antwerp FC,3,0
1962,7,1962-10-21,15:00,4008734,28.0,Berchem Sport,13.0,Beerschot,0,1
1962,7,1962-10-21,15:00,4008735,12.0,Cercle Brugge,30.0,Lierse SK,0,1
1962,7,1962-10-21,15:00,4008736,2.0,Daring Club Brussel,3.0,Club Brugge,1,1
1962,7,1962-10-21,15:00,4008737,373.0,Sint-Truidense VV,41.0,KFC Diest,5,1
1962,7,1962-10-21,15:00,4008738,7.0,KAA Gent,4.0,RFC Luik,1,0
1962,8,1962-10-28,15:00,4008739,35.0,RSC Anderlecht,16.0,Standard Luik,4,2
1962,8,1962-10-28,15:00,4008740,1.0,Royal Antwerp FC,28.0,Berchem Sport,1,0
1962,8,1962-10-28,15:00,4008741,13.0,Beerschot,2.0,Daring Club Brussel,3,0
1962,8,1962-10-28,15:00,4008742,30.0,Lierse SK,522.0,Beringen FC,2,1
1962,8,1962-10-28,15:00,4008743,4.0,RFC Luik,12.0,Cercle Brugge,3,2
1962,8,1962-10-28,15:00,4008744,3.0,Club Brugge,7.0,KAA Gent,5,3
1962,8,1962-10-28,15:00,4008745,41.0,KFC Diest,10.0,Union Saint-Gilloise,3,2
1962,8,1962-10-28,15:00,4008746,246.0,Olympic Charleroi,373.0,Sint-Truidense VV,0,0
1962,9,1962-11-11,15:00,4008747,16.0,Standard Luik,41.0,KFC Diest,0,0
1962,9,1962-11-11,15:00,4008748,3.0,Club Brugge,35.0,RSC Anderlecht,0,0
1962,9,1962-11-11,15:00,4008749,13.0,Beerschot,1.0,Royal Antwerp FC,1,2
1962,9,1962-11-11,15:00,4008750,28.0,Berchem Sport,12.0,Cercle Brugge,0,2
1962,9,1962-11-11,15:00,4008751,522.0,Beringen FC,4.0,RFC Luik,0,1
1962,9,1962-11-11,15:00,4008752,2.0,Daring Club Brussel,10.0,Union Saint-Gilloise,2,0
1962,9,1962-11-11,15:00,4008753,373.0,Sint-Truidense VV,7.0,KAA Gent,3,1
1962,9,1962-11-11,15:00,4008754,246.0,Olympic Charleroi,30.0,Lierse SK,1,1
1962,10,1962-11-18,15:00,4008755,12.0,Cercle Brugge,16.0,Standard Luik,1,1
1962,10,1962-11-18,15:00,4008756,35.0,RSC Anderlecht,246.0,Olympic Charleroi,3,1
1962,10,1962-11-18,15:00,4008757,1.0,Royal Antwerp FC,373.0,Sint-Truidense VV,2,1
1962,10,1962-11-18,15:00,4008758,41.0,KFC Diest,13.0,Beerschot,1,0
1962,10,1962-11-18,15:00,4008759,30.0,Lierse SK,28.0,Berchem Sport,1,3
1962,10,1962-11-18,15:00,4008760,10.0,Union Saint-Gilloise,522.0,Beringen FC,3,4
1962,10,1962-11-18,15:00,4008761,4.0,RFC Luik,3.0,Club Brugge,2,0
1962,10,1962-11-18,15:00,4008762,7.0,KAA Gent,2.0,Daring Club Brussel,1,2
1962,11,1962-11-25,15:00,4008763,16.0,Standard Luik,10.0,Union Saint-Gilloise,5,0
1962,11,1962-11-25,15:00,4008764,373.0,Sint-Truidense VV,35.0,RSC Anderlecht,3,1
1962,11,1962-11-25,15:00,4008765,246.0,Olympic Charleroi,1.0,Royal Antwerp FC,4,1
1962,11,1962-11-25,15:00,4008766,13.0,Beerschot,4.0,RFC Luik,1,0
